Organization 1,Organization 2,Distance
O65632,O85457,15
O86337,O56571,76
O28558,O22095,68
O12404,O27471,24
O15590,O87417,87
O70721,O84904,84
O90299,O67477,80
O84610,O47020,78
O36807,O64770,60
O36386,O57465,84
O74758,O54105,48
O83546,O24433,33
O68262,O3827,9
O30230,O58493,32
O99269,O99420,23
O23957,O16261,36
O8842,O90733,43
O31079,O49882,63
O74477,O586,100
O70916,O57182,49
O31518,O94779,12
O14320,O67919,61
O27152,O39302,100
O91301,O48494,56
O5827,O11985,17
O42927,O71327,72
O23243,O24661,79
O87571,O70365,91
O35259,O11978,47
O32243,O52488,66
O15118,O95927,74
O31762,O48537,65
O6267,O88836,4
O53540,O40244,17
O34594,O55961,72
O32798,O4066,40
O6610,O23673,10
O54840,O66352,41
O79981,O90273,9
O61012,O6070,69
O30800,O48171,7
O57575,O54466,31
O46935,O30196,97
O12527,O36174,60
O35495,O30304,53
O74958,O56369,52
O71756,O1999,15
O21678,O48215,94
O88550,O76545,49
O51339,O7134,31
O34467,O68661,47
O9084,O63525,51
O8084,O41995,46
O69620,O3817,24
O93525,O42065,43
O16091,O9686,56
O28414,O35503,89
O99751,O60900,60
O89935,O82998,20
O46395,O85983,29
O50438,O43026,47
O47796,O78707,17
O25528,O22087,30
O27115,O88416,87
O5843,O93356,56
O83672,O57426,90
O42060,O68323,68
O94474,O20937,16
O71301,O78200,23
O14043,O39531,64
O9596,O74079,25
O97026,O6494,32
O44452,O60041,27
O15771,O98734,69
O38857,O1082,71
O45419,O97640,49
O17069,O36029,95
O62761,O13047,99
O76195,O17963,57
O76774,O87219,62
O48419,O99149,40
O26456,O93171,92
O1129,O42693,48
O88138,O84567,62
O13656,O14291,64
O21801,O35685,53
O61260,O57750,25
O8130,O64105,27
O37357,O7961,83
O37767,O42850,95
O54237,O54927,20
O77651,O27799,42
O11945,O97785,39
O30586,O70918,40
O74737,O66032,80
O20589,O50535,61
O5746,O33610,60
O83493,O25610,56
O5087,O84727,5
O21425,O9481,49
O13040,O25607,19
O96835,O45219,72
O13889,O11531,21
O96046,O21714,93
O64731,O96078,47
O60851,O65702,35
O41680,O32101,93
O87102,O69335,40
O72496,O57043,92
O80807,O37410,4
O47054,O39982,42
O53660,O50224,34
O87325,O9718,1
O52844,O66409,79
O69008,O96084,62
O14777,O48893,37
O13268,O86388,52
O19185,O62393,41
O24374,O46286,30
O5574,O20407,69
O16966,O34031,37
O42854,O67219,91
O74890,O69114,46
O38689,O46567,71
O14364,O92347,53
O22471,O75650,84
O51238,O4574,55
O45486,O23706,95
O43959,O45109,6
O99094,O20574,46
O28226,O31023,42
O99616,O5954,100
O65778,O12947,40
O7955,O39371,55
O69065,O53581,60
O67201,O70460,92
O4409,O42674,79
O77566,O46211,60
O28706,O24492,66
O19666,O39063,27
O96538,O62486,46
O98330,O58024,5
O43400,O57084,1
O29149,O96778,46
O53437,O87532,9
O90239,O33872,68
O89846,O87916,21
O26612,O90251,48
O98274,O96397,24
O23878,O45593,44
O10615,O77859,20
O59863,O91482,11
O76476,O18234,87
O78430,O37851,58
O8659,O40429,62
O42791,O29149,82
O30658,O19125,78
O65258,O71615,5
O78404,O68007,95
O87978,O86661,91
O73340,O77780,62
O16189,O68531,55
O11631,O59258,78
O19668,O47387,74
O42354,O87489,47
O76745,O37085,84
O41049,O66771,10
O58835,O72821,30
O77083,O60292,2
O47980,O55708,95
O98558,O57701,100
O91259,O7726,86
O37996,O70590,66
O51871,O99778,24
O61586,O22677,42
O76959,O9217,39
O25839,O16893,85
O38208,O68212,81
O93759,O76088,16
O33781,O50058,46
O72485,O81221,26
O4995,O68023,87
O20298,O38883,32
O65823,O61135,86
O78095,O45305,67
O55478,O908,77
O57679,O56673,12
O23245,O60313,8
O8539,O67782,42
O45001,O91288,73
O90245,O48183,64
O81880,O60264,17
O20693,O29887,11
O63443,O26502,14
O22865,O34576,59
O97355,O75976,77
O29909,O94239,11
O87596,O67686,84
O81319,O82188,98
O71208,O30151,57
O91375,O2414,77
O65361,O51682,79
O50509,O24819,92
O18671,O82831,46
O50910,O23418,91
O56523,O41401,82
O71232,O98233,59
O94885,O64517,10
O21028,O62143,19
O24134,O33323,34
O98889,O79205,26
O31697,O48582,24
O13644,O85411,31
O83768,O10636,24
O36362,O3104,16
O91543,O85824,57
O33086,O8304,40
O73820,O52420,35
O13963,O67331,97
O59239,O20181,46
O37210,O35621,88
O92878,O35280,91
O86640,O43846,27
O2862,O23356,93
O42031,O54418,38
O75096,O94099,52
O63134,O61813,48
O70258,O77294,78
O79727,O20482,76
O32370,O60177,31
O58145,O47287,86
O68831,O55632,82
O15847,O76353,67
O5467,O88108,35
O57988,O63686,26
O56103,O96148,62
O69356,O68023,41
O23358,O98141,68
O95902,O72476,66
O79322,O54777,67
O71829,O31327,32
O51953,O23046,24
O26353,O26172,76
O62993,O19095,34
O6375,O54864,46
O41209,O15630,30
O17262,O3399,73
O70668,O54659,66
O46255,O37609,88
O78851,O57630,80
O57312,O78251,97
O27620,O12279,92
O40348,O9225,56
O35080,O25606,55
O76337,O3296,20
O1073,O25806,17
O29824,O27351,98
O8094,O99784,47
O9136,O89806,66
O46963,O18129,47
O52002,O81290,33
O84716,O14761,77
O44128,O68721,73
O78668,O43080,68
O84874,O43325,74
O51135,O21211,95
O4290,O47294,89
O77950,O67893,22
O40177,O11909,47
O47710,O37964,27
O85056,O68648,22
O54575,O88655,5
O44110,O39938,41
O75564,O40020,65
O70596,O471,76
O99011,O81536,12
O64354,O12056,91
O29483,O87011,11
O44075,O40385,72
O74077,O32198,100
O78208,O88342,32
O18878,O20110,35
O34916,O48405,72
O43085,O67211,41
O44747,O15615,21
O98249,O8382,93
O40173,O40814,83
O4426,O39546,16
O33694,O14617,20
O94684,O98158,62
O28982,O58329,40
O65136,O27769,17
O16268,O93044,40
O86164,O22053,91
O55380,O59345,57
O28284,O37363,57
O75715,O10203,71
O95329,O83792,59
O60481,O98017,97
O64357,O75896,85
O80515,O41748,33
O14656,O93534,59
O23769,O15310,23
O38605,O89784,45
O71690,O32230,80
O15656,O67843,20
O83286,O82776,1
O4327,O16391,63
O59349,O17890,40
O59076,O97266,19
O29128,O27796,16
O39878,O52421,45
O95790,O59070,18
O64822,O52144,86
O85927,O99343,11
O27272,O87796,38
O18536,O55827,78
O53891,O46091,9
O96358,O63769,5
O39106,O79323,64
O55855,O17091,65
O51281,O4755,76
O18468,O84311,69
O67216,O38727,25
O31114,O19663,97
O15261,O51090,31
O80380,O81079,34
O77663,O31311,24
O17314,O63787,14
O39201,O4644,38
O85644,O45199,54
O56606,O97844,7
O2323,O9476,35
O13282,O84259,8
O34803,O64246,16
O64692,O4108,24
O75661,O5930,31
O22648,O28188,11
O83495,O18318,35
O9469,O58232,37
O52874,O27326,99
O18291,O11300,39
O71629,O45284,84
O21699,O75033,92
O48915,O31242,100
O88459,O69599,68
O50917,O84261,69
O64450,O12123,50
O25562,O24897,39
O34762,O46235,9
O15562,O45866,52
O96990,O17730,62
O37115,O57893,97
O27406,O85173,96
O54797,O95669,56
O82034,O89703,23
O38149,O58742,79
O66890,O98091,73
O94225,O7623,50
O48375,O69218,45
O1347,O20735,39
O66369,O52977,18
O39803,O10762,22
O82091,O2401,87
O43362,O53235,67
O77231,O95991,39
O94782,O54526,81
O43078,O7831,35
O20518,O81510,20
O40898,O23599,42
O58920,O99664,84
O80208,O26283,90
O15147,O52064,6
O7484,O76250,59
O18528,O36132,10
O93927,O95838,96
O53856,O41741,29
O95621,O78555,70
O81175,O46477,33
O31900,O60158,67
O76394,O27698,13
O39069,O13804,38
O39638,O5106,26
O35166,O54345,50
O6581,O56109,9
O10292,O43903,40
O22061,O8647,14
O6274,O27329,14
O32423,O44984,94
O59898,O34782,49
O85393,O13397,98
O53779,O11421,6
O36684,O80669,5
O95827,O95440,45
O98040,O62425,99
O50370,O216,76
O79677,O90124,39
O94500,O50063,97
O69433,O10389,96
O23283,O55369,16
O56311,O69552,27
O15222,O33610,60
O83071,O19438,18
O39471,O68139,38
O83262,O45589,21
O21131,O76744,63
O93343,O89945,79
O79914,O32621,9
O61078,O3634,84
O54419,O16413,40
O4225,O58952,6
O73204,O60478,1
O89075,O15720,70
O85187,O773,52
O59419,O27797,9
O35708,O63569,21
O5181,O84308,30
O6002,O18723,20
O97169,O53983,7
O80680,O37283,49
O87353,O16662,48
O20853,O90507,28
O75291,O8547,60
O4168,O48374,26
O44812,O61860,94
O50609,O92934,92
O6396,O47486,69
O85418,O82481,8
O6740,O22260,12
O62615,O19218,10
O28054,O31298,23
O36178,O89129,33
O26234,O37082,46
O90111,O82838,53
O18557,O5574,87
O49559,O61470,93
O46193,O14068,49
O68680,O95503,46
O25571,O79924,23
O8363,O74159,9
O28956,O70361,88
O20181,O98584,81
O30832,O51951,85
O87031,O81070,48
O39397,O42009,96
O38532,O31103,38
O97639,O5964,56
O2610,O62369,24
O46697,O22316,55
O81520,O70107,85
O40719,O78393,57
O80202,O92216,59
O96035,O32244,90
O930,O16276,93
O60860,O77243,24
O99292,O8339,95
O65270,O40559,95
O13207,O556,95
O60347,O2933,90
O51178,O4392,30
O8651,O30359,15
O52273,O94218,74
O22516,O90847,97
O1300,O45111,14
O47818,O76834,18
O18033,O28507,55
O77292,O52241,53
O40855,O52598,20
O25449,O54911,24
O47207,O20498,77
O23473,O98348,24
O83580,O52021,77
O20390,O56574,47
O65377,O79486,91
O41376,O16144,35
O49944,O75858,72
O26641,O16681,13
O25511,O63877,78
O3889,O20939,62
O83443,O11756,58
O462,O99042,70
O53136,O63245,100
O56228,O56618,87
O16610,O58857,42
O29800,O90108,58
O76434,O18121,91
O42820,O60017,46
O46972,O90924,2
O16300,O57458,48
O10344,O80447,43
O44186,O843,22
O80243,O34721,21
O13398,O59444,19
O21094,O90177,41
O1336,O71510,98
O58532,O13548,51
O20082,O44284,1
O46673,O48928,36
O62902,O36645,80
O77146,O85277,42
O22373,O11622,87
O35827,O87487,84
O79544,O29907,77
O70357,O79582,93
O27139,O52308,30
O9435,O98772,25
O59353,O52542,54
O85242,O36393,79
O20066,O17521,47
O35812,O27517,64
O94186,O80149,26
O50942,O39157,28
O43150,O17735,95
O60152,O33446,30
O55285,O70421,31
O36539,O56953,52
O65340,O43146,19
O10643,O19941,93
O96624,O26726,70
O89049,O33814,11
O35856,O7383,70
O14268,O58242,52
O23613,O89381,43
O8585,O22496,97
O73329,O99127,81
O42178,O27718,64
O27080,O83520,62
O84662,O71803,84
O91237,O44072,83
O86522,O46746,45
O32776,O56812,8
O73426,O41952,3
O32627,O16937,53
O2767,O76093,25
O61067,O8544,35
O56940,O61835,99
O92574,O19332,43
O31054,O69980,97
O44186,O67866,10
O62121,O82955,80
O8955,O9423,69
O44787,O56149,56
O43331,O28060,83
O1565,O13843,81
O99334,O4026,54
O57965,O71299,4
O16992,O47181,90
O56006,O35998,46
O14225,O72021,69
O55270,O63723,42
O57755,O48563,19
O77978,O51250,1
O65854,O52617,44
O69483,O7955,27
O78325,O2824,66
O95919,O26005,3
O65420,O88953,16
O43103,O60859,6
O88507,O16450,73
O63641,O83819,94
O96038,O95375,17
O85210,O83387,3
O84021,O87277,81
O88314,O70797,64
O93109,O58535,100
O4709,O75028,46
O27104,O71717,76
O26014,O85516,62
O74557,O64669,63
O68691,O30048,56
O87755,O62755,15
O75807,O26727,58
O75274,O62177,57
O7978,O3829,19
O11406,O19971,21
O88169,O74761,24
O58712,O33900,46
O97857,O80316,61
O28626,O12855,54
O15084,O31903,13
O81017,O85005,94
O78703,O79133,5
O61036,O51934,59
O59467,O96276,10
O54277,O64102,78
O86155,O86589,38
O31593,O68564,4
O3559,O97401,96
O17428,O60091,38
O75203,O88616,34
O33676,O89156,67
O39746,O81161,72
O10629,O8460,3
O25134,O14746,97
O58095,O19418,92
O66866,O42840,81
O67960,O64143,30
O44179,O9974,9
O8021,O2482,20
O69339,O81281,32
O46124,O87734,35
O97506,O81160,7
O56968,O36795,67
O37752,O43482,67
O19982,O71426,66
O50281,O63082,6
O64261,O22782,66
O43317,O19490,71
O77804,O13629,26
O50002,O43035,30
O59917,O10269,77
O47929,O51871,83
O29844,O84555,95
O65934,O95969,82
O98757,O64489,60
O82031,O81037,86
O22257,O58846,79
O20015,O22267,43
O32692,O71643,28
O28709,O9317,15
O34119,O47606,5
O48339,O85576,99
O21952,O18752,94
O93172,O6915,51
O32067,O31793,2
O66035,O84870,57
O73886,O31447,70
O27525,O55035,16
O76742,O19785,71
O17351,O53804,5
O62284,O28551,25
O75632,O1341,52
O3576,O84576,53
O78638,O5819,4
O27027,O62540,78
O30298,O4646,59
O30999,O71157,85
O90356,O89694,50
O87082,O69484,79
O78541,O12445,35
O68404,O19515,43
O78863,O16838,47
O92166,O35853,64
O74620,O55930,67
O96923,O81681,83
O1218,O61242,3
O49998,O99173,50
O71970,O91788,99
O98871,O42516,27
O41400,O46454,36
O90296,O1991,55
O55602,O91060,100
O79672,O82160,90
O82280,O57178,57
O21487,O38970,22
O30091,O4463,45
O49394,O55760,72
O82787,O93707,27
O57205,O90118,24
O15183,O25790,27
O87091,O7782,60
O64687,O386,13
O20579,O65111,33
O65253,O61091,54
O60067,O49483,3
O32820,O19888,58
O68933,O74919,71
O5397,O76054,96
O15568,O53898,1
O44792,O60374,9
O59724,O4094,10
O59291,O34015,82
O22489,O71094,85
O74395,O46672,92
O72497,O76551,91
O43383,O90116,26
O65440,O49101,83
O66932,O70668,46
O95185,O57215,69
O69083,O37503,46
O49289,O27792,92
O72566,O93248,7
O32152,O65635,55
O15988,O11457,78
O29889,O77857,41
O47770,O88609,52
O9792,O23902,70
O36015,O21344,70
O14138,O70576,68
O45975,O5212,96
O97767,O7511,85
O50950,O91110,92
O59788,O7706,33
O898,O10948,21
O46022,O13007,3
O92538,O65602,92
O76258,O4548,73
O51097,O56267,85
O40334,O96096,2
O34072,O94916,6
O24647,O5486,67
O65167,O90100,2
O22864,O92824,37
O46645,O37597,85
O70276,O43536,46
O62130,O1126,65
O29346,O6804,3
O36481,O40236,57
O18451,O63282,37
O43220,O34382,57
O68753,O65497,28
O45992,O97256,28
O53980,O86240,27
O84194,O81769,62
O97028,O22916,60
O67649,O13224,98
O23155,O99871,77
O66806,O40392,84
O54294,O28662,74
O58823,O22519,34
O19858,O39794,87
O30959,O64515,40
O60799,O76445,19
O20012,O25230,15
O19275,O86616,69
O89969,O73238,65
O56545,O39281,50
O63301,O22105,52
O10936,O56219,70
O51920,O39885,15
O48045,O60386,86
O47947,O52946,80
O60024,O65860,71
O26175,O34817,3
O34431,O67453,96
O30744,O7766,12
O33729,O71559,1
O125,O77767,79
O91112,O43842,72
O39408,O13650,24
O77897,O97586,17
O70442,O6862,57
O33038,O90396,63
O74394,O22579,32
O39631,O6894,29
O60968,O89761,8
O6537,O84272,80
O98266,O70190,36
O95395,O99268,54
O10652,O25092,18
O7244,O32035,47
O40012,O45531,58
O87728,O11693,19
O6705,O60604,4
O90328,O21146,22
O4784,O11488,66
O52396,O42658,98
O7392,O81818,65
O17811,O41057,82
O87178,O39988,67
O88612,O87637,6
O30027,O36682,91
O39854,O25899,36
O87468,O11541,78
O63893,O53625,17
O67538,O46400,43
O56977,O23940,45
O5691,O11597,39
O22464,O82408,17
O19722,O39376,91
O6655,O62642,63
O50548,O55784,14
O2316,O12674,10
O92968,O35119,4
O62227,O62920,79
O66103,O74436,45
O12020,O35957,86
O39396,O14982,96
O25098,O826,44
O34214,O29349,64
O27918,O76773,15
O11839,O9018,58
O95149,O4460,74
O247,O21593,63
O5756,O65267,45
O98712,O24678,10
O93894,O49256,41
O40153,O89404,44
O9533,O51341,74
O37171,O96944,46
O69003,O57925,36
O62781,O49033,17
O86644,O534,4
O57927,O94302,57
O41425,O97828,38
O80922,O84711,61
O28018,O81670,6
O67322,O53501,83
O4066,O27091,22
O35808,O24885,91
O53483,O80996,36
O54924,O38801,46
O46202,O99759,2
O50062,O20393,13
O40838,O79425,24
O49472,O41908,58
O21201,O32607,2
O78247,O60667,47
O7044,O35795,5
O47233,O63613,53
O12227,O72092,16
O61784,O76389,43
O24609,O79431,37
O79886,O33606,86
O61218,O30972,8
O1295,O33193,60
O70154,O15655,27
O7325,O80819,45
O57531,O59196,53
O12514,O92583,79
O88348,O21137,88
O82759,O66854,29
O1943,O53518,100
O16334,O21733,4
O38506,O43615,90
O28403,O60261,79
O622,O61029,66
O92623,O82214,80
O22633,O6132,66
O4846,O43888,7
O20201,O19230,28
O32540,O54827,49
O4192,O21705,33
O16924,O20742,20
O92864,O27089,51
O12780,O29646,84
O94026,O20349,84
O18726,O48705,26
O50529,O23763,49
O8443,O74750,73
O86666,O36962,22
O56088,O55772,28
O85076,O26843,75
O15529,O18744,36
O23285,O62664,9
O8819,O95728,69
O72154,O14118,25
O55641,O45904,57
O90968,O61252,2
O81241,O89851,54
O17591,O50876,52
O91058,O74746,47
O40496,O41371,99
O70797,O64285,22
O36075,O31168,42
O97811,O53351,17
O41696,O707,16
O13683,O85033,58
O38268,O42554,73
O99835,O21400,76
O47523,O53978,73
O27374,O46604,47
O96384,O1635,33
O86434,O95163,8
O70961,O96219,18
O2671,O54502,44
O85155,O31679,29
O11457,O2760,84
O41500,O67143,68
O76844,O78292,47
O63981,O59540,27
O91419,O91609,84
O89579,O33917,51
O45040,O87191,71
O8847,O53409,61
O27967,O43723,37
O68321,O14773,38
O62526,O77286,20
O84959,O88711,32
O29092,O63670,82
O30798,O48126,3
O44583,O38780,79
O35231,O27480,4
O9302,O86766,29
O30884,O46407,65
O59582,O2974,84
O14906,O91352,45
O60970,O94987,27
O87034,O16468,42
O27727,O88168,71
O35284,O33932,38
O35997,O84521,60
O75446,O77042,3
O80812,O89391,11
O60180,O60918,61
O91054,O72100,49
O3900,O75705,54
O57079,O88775,60
O82889,O28676,92
O33152,O30814,78
O24907,O42083,85
O53472,O98630,91
O73452,O90010,87
O93162,O23024,33
O68752,O22181,46
O8576,O9276,80
O13793,O88265,48
O87718,O6962,21
O7379,O44237,57
O22525,O68398,75
O27832,O72743,53
O59909,O43755,87
O33440,O93921,45
O65582,O89214,3
O2791,O61082,42
O18070,O53874,81
O87677,O9314,54
O43799,O69729,27
O60036,O58513,59
O19837,O50533,89
O41707,O56753,67
O91604,O28062,45
O26600,O53315,3
O3733,O91196,48
O44272,O11868,2
O90809,O44868,7
O7245,O70375,68
O31710,O30649,76
O33675,O37765,72
O49067,O21755,59
O33097,O81932,15
O39206,O73655,85
O69327,O76754,56
O57841,O37696,99
O33689,O16132,76
O91229,O5745,58
O2752,O56401,31
O9626,O97467,19
O87624,O31261,68
O44817,O16255,83
O6311,O16995,91
O79271,O76833,2
O27735,O32448,2
O11138,O44172,68
O72479,O50560,100
O71303,O43513,16
O74746,O91632,96
O11428,O24232,37
O36773,O71733,42
O50193,O85811,54
O6361,O9939,65
O2058,O8300,75
O84832,O34004,92
O78067,O14174,21
O69785,O9771,26
O47689,O97429,4
O25383,O91144,90
O17950,O74063,9
O13347,O76821,34
O15730,O75811,2
O39242,O29062,39
O36439,O66958,44
O58746,O13705,69
O48925,O78653,42
O21419,O48828,65
O55158,O28941,59
O81309,O34349,97
O25803,O83289,48
O44395,O76207,72
O54434,O741,70
O9283,O56724,42
O54793,O69474,95
O54246,O90869,46
O29962,O19084,76
O33247,O62445,93
O60914,O51564,28
O75099,O50409,65
O93982,O84446,10
O43738,O16784,20
O18907,O43643,19
O5942,O41508,22
O52842,O96279,28
O19236,O79492,97
O96756,O72902,24
O51065,O36636,16
O78411,O89423,67
O60700,O34832,44
O42620,O85299,30
O48257,O56351,52
O95894,O70327,72
O58535,O84924,18
O33275,O25348,6
O5508,O52688,71
O23718,O10498,26
O36167,O4055,92
O73503,O44080,59
O31371,O6061,54
O26690,O12396,53
O30489,O54898,10
O28292,O56873,26
O2481,O38363,6
O78771,O32663,66
O44869,O17334,24
O35879,O97199,29
O37646,O63383,87
O92821,O44379,77
O27147,O9750,96
O43761,O32545,94
O65890,O53944,67
O84476,O85738,23
O22820,O72709,86
O62081,O79611,54
O55089,O72748,54
O4872,O11424,50
O22659,O42944,79
O89920,O22041,47
O55799,O75023,33
O52440,O46193,65
O70911,O29225,76
O62282,O31007,20
O52139,O29215,51
O47558,O76919,52
O87973,O83418,50
O49339,O85209,5
O27773,O40603,31
O9206,O72117,77
O96410,O56850,45
O74141,O35985,39
O24207,O41556,63
O32465,O9743,23
O34678,O96555,62
O93288,O42845,56
O10716,O36456,76
O50277,O63759,24
O66430,O57902,29
O9580,O97406,72
O13766,O58174,35
O31475,O43076,9
O91225,O92340,55
O13986,O98109,82
O42383,O61761,71
O51621,O38528,40
O28834,O64030,96
O40730,O37085,32
O73297,O69635,99
O4414,O56585,21
O15132,O87476,22
O90621,O30033,49
O79493,O57278,75
O46676,O63320,93
O56526,O82646,21
O85997,O30495,89
O65365,O56268,32
O74554,O51143,72
O80560,O62299,69
O89742,O18476,68
O13207,O47153,30
O59292,O82084,31
O38711,O78620,75
O14908,O31616,48
O80786,O72691,87
O79662,O17266,97
O93296,O29064,56
O85418,O70141,60
O88709,O87214,13
O28715,O63277,45
O65053,O13220,84
O18837,O10524,45
O56400,O2360,8
O4174,O40148,91
O62693,O80852,14
O1157,O57256,34
O24238,O64960,27
O43440,O61892,11
O51655,O79801,94
O77625,O17558,3
O9795,O76041,96
O2930,O12076,8
O20493,O91575,3
O92480,O78410,38
O90952,O23662,85
O94416,O24971,80
O54330,O80698,88
O3409,O13142,100
O22302,O13960,87
O38827,O49556,25
O59182,O20682,46
O19802,O54401,32
O86903,O12178,30
O76573,O72948,39
O61817,O25970,79
O95762,O86497,6
O64823,O68191,54
O49873,O78089,11
O17148,O41452,10
O36260,O71806,51
O57936,O45091,38
O28873,O64807,54
O81721,O31521,77
O87035,O19103,40
O2322,O33880,70
O29611,O17934,93
O80050,O75709,55
O50294,O32917,92
O66623,O25158,80
O55732,O84743,12
O84162,O43662,53
O71304,O19609,85
O79463,O36973,84
O40598,O11185,94
O98190,O10905,52
O15857,O90258,14
O47191,O60750,78
O37272,O33592,30
O42140,O14815,6
O93771,O67222,44
O10452,O59107,64
O93374,O89089,6
O88351,O40743,62
O7540,O70264,63
O35353,O84938,13
O13405,O38201,43
O66834,O26738,12
O45936,O54118,35
O88611,O81358,63
O8784,O39250,66
O4379,O54833,50
O8812,O31126,32
O22735,O66765,8
O3598,O97577,80
O16214,O20337,51
O89588,O26705,74
O52190,O75756,25
O1701,O73147,69
O22551,O31377,88
O91772,O79614,91
O97414,O40223,42
O46658,O59329,52
O72727,O27429,46
O90962,O50983,8
O82880,O87288,4
O86923,O57204,68
O17346,O85447,29
O93609,O76872,100
O32115,O56929,37
O91870,O43074,67
O59283,O48568,32
O28857,O34361,63
O61062,O67770,94
O14917,O9335,39
O43853,O77050,23
O62287,O37604,71
O25859,O70331,5
O95355,O41466,43
O21941,O951,88
O65450,O84976,69
O91244,O45330,24
O94724,O95305,82
O16890,O5472,85
O81982,O10397,42
O93608,O54121,17
O92149,O70638,5
O56347,O64328,60
O69231,O57940,76
O89137,O89701,10
O16489,O70518,68
O31986,O10237,63
O72181,O72956,66
O93477,O30253,37
O80710,O89504,59
O25079,O32565,47
O22936,O80266,21
O8344,O28359,35
O41567,O45603,65
O47747,O20417,26
O49083,O39414,92
O32269,O86352,55
O7644,O99630,10
O27177,O87273,6
O86609,O76892,37
O97661,O74443,7
O96463,O19113,80
O14906,O71584,12
O61964,O16987,88
O51504,O71382,53
O31623,O55134,24
O41585,O39171,59
O15943,O16138,53
O74914,O31402,3
O96061,O75614,18
O26477,O46774,100
O30209,O22027,74
O87738,O1918,23
O84801,O41960,77
O90882,O58543,79
O37867,O17021,11
O41399,O3116,49
O60238,O35133,53
O8856,O34839,51
O23321,O99122,69
O25877,O57470,11
O8548,O87923,45
O69567,O58724,72
O77639,O18483,51
O63611,O75079,79
O34567,O80556,31
O71373,O37645,57
O64724,O27027,15
O27657,O74236,28
O26229,O78661,5
O5419,O75869,55
O60909,O34597,43
O17318,O65777,54
O54562,O21772,70
O42128,O64237,78
O67421,O39937,10
O25318,O47473,18
O11531,O40525,88
O67649,O63602,27
O59010,O71064,99
O31132,O85295,38
O45175,O86967,4
O58052,O25095,61
O98114,O68645,27
O39217,O22649,60
O42814,O3335,33
O36861,O71591,52
O5699,O79601,36
O46871,O17108,66
O58468,O11680,92
O90850,O70887,33
O73784,O36774,87
O23360,O42678,13
O96071,O3090,43
O95142,O50090,2
O4517,O23223,70
O88471,O57708,99
O34743,O47471,42
O24119,O49515,29
O43805,O14469,40
O78792,O61422,35
O84382,O40778,3
O17249,O797,35
O44106,O49476,34
O95064,O61506,8
O34892,O25515,47
O87106,O84860,66
O62512,O84200,28
O66811,O44103,99
O28693,O4968,5
O45781,O18234,100
O22283,O89952,73
O46235,O99776,85
O93035,O87740,41
O43834,O27173,22
O82438,O87678,12
O30040,O88489,46
O8320,O21896,51
O12737,O41682,77
O72316,O16857,82
O93019,O29,81
O2499,O18023,85
O45070,O76783,46
O95994,O89444,12
O23388,O35502,94
O40488,O97517,66
O61889,O87071,66
O97801,O82767,2
O65054,O40214,88
O21448,O88188,21
O92531,O3379,81
O95644,O18941,13
O46126,O41766,47
O87644,O92428,7
O74987,O49868,9
O53158,O79377,39
O56728,O2324,21
O29605,O89141,54
O8899,O84922,89
O10087,O1638,60
O64774,O49418,69
O70555,O12150,94
O91243,O42380,40
O81105,O27437,74
O63389,O426,20
O97739,O53364,78
O43678,O46767,44
O37819,O95269,4
O89207,O65499,55
O91006,O49724,32
O73752,O163,2
O6329,O43188,23
O53572,O75205,69
O12012,O55298,50
O38234,O52224,87
O76522,O97767,76
O96466,O12057,84
O82276,O56,18
O19082,O51616,4
O1854,O93125,14
O81875,O95929,75
O96170,O96358,8
O64557,O47621,34
O67404,O28952,28
O63019,O84099,21
O65141,O14515,16
O9763,O53105,51
O95750,O41431,58
O19357,O17331,67
O31100,O48621,57
O77528,O67677,98
O89960,O98302,63
O61831,O78647,9
O60133,O58139,85
O29231,O65086,88
O23206,O74188,21
O37331,O34690,78
O1795,O5063,93
O53623,O77163,47
O49908,O80755,41
O64833,O43111,24
O35984,O3500,61
O86329,O9047,82
O57374,O89575,53
O14875,O92221,80
O47036,O82091,24
O11463,O84371,38
O68424,O63608,78
O98105,O66979,65
O41225,O27002,89
O87392,O65761,37
O29170,O64037,40
O87310,O13359,95
O59160,O38392,35
O88970,O52211,81
O2732,O8027,5
O36604,O1842,73
O36696,O92257,84
O73046,O74683,3
O90839,O25330,21
O43231,O59464,13
O52765,O69025,55
O68033,O52714,89
O77064,O73769,31
O82130,O19699,100
O38699,O64013,20
O24173,O16321,29
O36924,O16128,61
O36091,O67322,25
O98972,O44056,57
O5656,O1054,22
O20593,O31713,28
O39510,O10003,65
O92566,O50569,95
O18290,O14732,72
O48234,O40409,69
O3651,O93023,22
O45068,O85688,36
O81811,O15147,12
O68670,O41894,80
O65048,O35921,37
O62483,O32798,42
O64248,O69715,44
O68183,O85708,89
O35806,O75623,89
O2309,O73642,97
O97311,O50033,98
O86861,O71084,63
O11164,O47486,99
O62331,O64651,93
O50428,O241,47
O43462,O39363,15
O48325,O53844,42
O31340,O94195,22
O48526,O55569,18
O82280,O74753,98
O22725,O32789,2
O21082,O93823,51
O90318,O27623,44
O54400,O17716,98
O53372,O25791,79
O72379,O99790,39
O8133,O10414,28
O48943,O87079,69
O14017,O44543,32
O36175,O96298,26
O51689,O6823,99
O31671,O13271,36
O27529,O6104,15
O42777,O88111,81
O69175,O12575,87
O23559,O17145,41
O5478,O27836,16
O13277,O25758,4
O32362,O26660,79
O8606,O94171,77
O15050,O85023,56
O82506,O33568,23
O69355,O27521,3
O12700,O19630,17
